date,store_id,region,category,units_sold,unit_price,revenue,promo_flag,holiday_flag,day_of_week,is_weekend
09-01-2023,S3,East,Sports,16,56.07,897.12,0,0,0,0
10-01-2023,S3,East,Sports,16,54.64,874.24,0,0,1,0
11-01-2023,S3,East,Sports,13,56,728,0,0,2,0
12-01-2023,S3,East,Sports,15,54.39,815.85,0,0,3,0
13-01-2023,S3,East,Sports,16,54.85,877.6,0,0,4,0
14-01-2023,S3,East,Sports,21,55.77,1171.17,0,0,5,1
15-01-2023,S3,East,Sports,23,55.72,1281.56,0,0,6,1
16-01-2023,S3,East,Sports,19,54.51,1035.69,0,0,0,0
17-01-2023,S3,East,Sports,20,56.01,1120.2,0,0,1,0
18-01-2023,S3,East,Sports,16,55.35,885.6,0,0,2,0
19-01-2023,S3,East,Sports,15,55.98,839.7,0,0,3,0
20-01-2023,S3,East,Sports,18,54.13,974.34,0,0,4,0
21-01-2023,S3,East,Sports,20,55.07,1101.4,0,0,5,1
22-01-2023,S3,East,Sports,22,54.88,1207.36,0,0,6,1
23-01-2023,S3,East,Sports,15,54.95,824.25,0,0,0,0
24-01-2023,S3,East,Sports,16,54.08,865.28,0,0,1,0
25-01-2023,S3,East,Sports,15,54.56,818.4,0,0,2,0
26-01-2023,S3,East,Sports,19,46.35,880.65,1,0,3,0
27-01-2023,S3,East,Sports,15,54.23,813.45,0,0,4,0
28-01-2023,S3,East,Sports,20,55.74,1114.8,0,0,5,1
29-01-2023,S3,East,Sports,13,55.09,716.17,0,0,6,1
30-01-2023,S3,East,Sports,19,54.55,1036.45,0,0,0,0
31-01-2023,S3,East,Sports,15,55.56,833.4,0,0,1,0
01-02-2023,S3,East,Sports,18,55.01,990.18,0,0,2,0
02-02-2023,S3,East,Sports,19,46.1,875.9,1,0,3,0
03-02-2023,S3,East,Sports,17,56.09,953.53,0,0,4,0
04-02-2023,S3,East,Sports,23,55.16,1268.68,0,0,5,1
05-02-2023,S3,East,Sports,24,55.71,1337.04,0,0,6,1
06-02-2023,S3,East,Sports,27,47.08,1271.16,1,0,0,0
07-02-2023,S3,East,Sports,15,55.71,835.65,0,0,1,0
08-02-2023,S3,East,Sports,21,54.32,1140.72,0,0,2,0
09-02-2023,S3,East,Sports,19,55.3,1050.7,0,0,3,0
10-02-2023,S3,East,Sports,16,54.6,873.6,0,0,4,0
11-02-2023,S3,East,Sports,25,54.38,1359.5,0,0,5,1
12-02-2023,S3,East,Sports,23,55.18,1269.14,0,0,6,1
13-02-2023,S3,East,Sports,17,55.16,937.72,0,0,0,0
14-02-2023,S3,East,Sports,21,54.07,1135.47,0,0,1,0
15-02-2023,S3,East,Sports,19,54.9,1043.1,0,0,2,0
16-02-2023,S3,East,Sports,20,54.16,1083.2,0,0,3,0
17-02-2023,S3,East,Sports,21,55.92,1174.32,0,0,4,0
18-02-2023,S3,East,Sports,37,45.88,1697.56,1,0,5,1
19-02-2023,S3,East,Sports,21,54.24,1139.04,0,0,6,1
20-02-2023,S3,East,Sports,15,56.06,840.9,0,0,0,0
21-02-2023,S3,East,Sports,21,54.9,1152.9,0,0,1,0
22-02-2023,S3,East,Sports,17,55.12,937.04,0,0,2,0
23-02-2023,S3,East,Sports,19,54.57,1036.83,0,0,3,0
24-02-2023,S3,East,Sports,21,54.39,1142.19,0,0,4,0
25-02-2023,S3,East,Sports,26,55.01,1430.26,0,0,5,1
26-02-2023,S3,East,Sports,21,55.44,1164.24,0,0,6,1
27-02-2023,S3,East,Sports,19,55.34,1051.46,0,0,0,0
28-02-2023,S3,East,Sports,24,54.79,1314.96,0,0,1,0
01-03-2023,S3,East,Sports,18,54.97,989.46,0,0,2,0
02-03-2023,S3,East,Sports,35,45.89,1606.15,1,0,3,0
03-03-2023,S3,East,Sports,21,54.06,1135.26,0,0,4,0
04-03-2023,S3,East,Sports,19,55.45,1053.55,0,0,5,1
05-03-2023,S3,East,Sports,23,55.51,1276.73,0,0,6,1
06-03-2023,S3,East,Sports,21,55.32,1161.72,0,0,0,0
07-03-2023,S3,East,Sports,18,56,1008,0,0,1,0
08-03-2023,S3,East,Sports,20,54.92,1098.4,0,0,2,0
09-03-2023,S3,East,Sports,22,55.24,1215.28,0,0,3,0
10-03-2023,S3,East,Sports,19,55.7,1058.3,0,0,4,0
11-03-2023,S3,East,Sports,31,54.87,1700.97,0,0,5,1
12-03-2023,S3,East,Sports,36,47.12,1696.32,1,0,6,1
13-03-2023,S3,East,Sports,23,54.15,1245.45,0,0,0,0
14-03-2023,S3,East,Sports,21,55.33,1161.93,0,0,1,0
15-03-2023,S3,East,Sports,16,54.36,869.76,0,0,2,0
16-03-2023,S3,East,Sports,19,54.29,1031.51,0,0,3,0
17-03-2023,S3,East,Sports,16,54.98,879.68,0,0,4,0
18-03-2023,S3,East,Sports,27,54.33,1466.91,0,0,5,1
19-03-2023,S3,East,Sports,23,53.94,1240.62,0,0,6,1
20-03-2023,S3,East,Sports,17,54.74,930.58,0,0,0,0
21-03-2023,S3,East,Sports,23,55.35,1273.05,0,0,1,0
22-03-2023,S3,East,Sports,27,55.12,1488.24,0,0,2,0
23-03-2023,S3,East,Sports,22,55.43,1219.46,0,0,3,0
24-03-2023,S3,East,Sports,21,55.11,1157.31,0,0,4,0
25-03-2023,S3,East,Sports,24,54.33,1303.92,0,0,5,1
26-03-2023,S3,East,Sports,32,55.73,1783.36,0,0,6,1
27-03-2023,S3,East,Sports,27,54.74,1477.98,0,0,0,0
28-03-2023,S3,East,Sports,20,55.94,1118.8,0,0,1,0
29-03-2023,S3,East,Sports,26,55.04,1431.04,0,0,2,0
30-03-2023,S3,East,Sports,24,55.81,1339.44,0,0,3,0
31-03-2023,S3,East,Sports,33,47.58,1570.14,1,0,4,0
01-04-2023,S3,East,Sports,34,55.85,1898.9,0,0,5,1
02-04-2023,S3,East,Sports,29,55.08,1597.32,0,0,6,1
03-04-2023,S3,East,Sports,21,55.61,1167.81,0,0,0,0
04-04-2023,S3,East,Sports,22,54.54,1199.88,0,0,1,0
05-04-2023,S3,East,Sports,22,54.71,1203.62,0,0,2,0
06-04-2023,S3,East,Sports,23,54.97,1264.31,0,0,3,0
07-04-2023,S3,East,Sports,25,55,1375,0,0,4,0
08-04-2023,S3,East,Sports,24,54.47,1307.28,0,0,5,1
09-04-2023,S3,East,Sports,33,54.96,1813.68,0,0,6,1
10-04-2023,S3,East,Sports,24,54.55,1309.2,0,0,0,0
11-04-2023,S3,East,Sports,25,55.63,1390.75,0,0,1,0
12-04-2023,S3,East,Sports,27,55.81,1506.87,0,0,2,0
13-04-2023,S3,East,Sports,25,54.66,1366.5,0,0,3,0
14-04-2023,S3,East,Sports,22,54.29,1194.38,0,0,4,0
15-04-2023,S3,East,Sports,34,55.84,1898.56,0,0,5,1
16-04-2023,S3,East,Sports,41,45.89,1881.49,1,0,6,1
17-04-2023,S3,East,Sports,24,55.01,1320.24,0,0,0,0
18-04-2023,S3,East,Sports,30,56,1680,0,0,1,0
19-04-2023,S3,East,Sports,23,55.04,1265.92,0,0,2,0
20-04-2023,S3,East,Sports,28,55.23,1546.44,0,0,3,0
21-04-2023,S3,East,Sports,25,55.12,1378,0,0,4,0
22-04-2023,S3,East,Sports,38,54.18,2058.84,0,0,5,1
23-04-2023,S3,East,Sports,22,54.03,1188.66,0,0,6,1
24-04-2023,S3,East,Sports,26,55.68,1447.68,0,0,0,0
25-04-2023,S3,East,Sports,24,55.36,1328.64,0,0,1,0
26-04-2023,S3,East,Sports,23,53.92,1240.16,0,0,2,0
27-04-2023,S3,East,Sports,29,54.89,1591.81,0,0,3,0
28-04-2023,S3,East,Sports,28,54.06,1513.68,0,0,4,0
29-04-2023,S3,East,Sports,31,55.61,1723.91,0,0,5,1
30-04-2023,S3,East,Sports,36,54.99,1979.64,0,0,6,1
01-05-2023,S3,East,Sports,26,55.71,1448.46,0,0,0,0
02-05-2023,S3,East,Sports,19,56.02,1064.38,0,0,1,0
03-05-2023,S3,East,Sports,24,54.71,1313.04,0,0,2,0
04-05-2023,S3,East,Sports,27,55.19,1490.13,0,0,3,0
05-05-2023,S3,East,Sports,25,55.24,1381,0,0,4,0
06-05-2023,S3,East,Sports,28,54.54,1527.12,0,0,5,1
07-05-2023,S3,East,Sports,29,55.96,1622.84,0,0,6,1
08-05-2023,S3,East,Sports,18,55.14,992.52,0,0,0,0
09-05-2023,S3,East,Sports,25,55.95,1398.75,0,0,1,0
10-05-2023,S3,East,Sports,24,55.21,1325.04,0,0,2,0
11-05-2023,S3,East,Sports,37,45.93,1699.41,1,0,3,0
12-05-2023,S3,East,Sports,37,55.43,2050.91,0,0,4,0
13-05-2023,S3,East,Sports,37,56.09,2075.33,0,0,5,1
14-05-2023,S3,East,Sports,35,54.07,1892.45,0,0,6,1
15-05-2023,S3,East,Sports,19,55.73,1058.87,0,0,0,0
16-05-2023,S3,East,Sports,24,54.62,1310.88,0,0,1,0
17-05-2023,S3,East,Sports,24,55.99,1343.76,0,0,2,0
18-05-2023,S3,East,Sports,26,54.75,1423.5,0,0,3,0
19-05-2023,S3,East,Sports,29,54.54,1581.66,0,0,4,0
20-05-2023,S3,East,Sports,34,55.26,1878.84,0,0,5,1
21-05-2023,S3,East,Sports,42,53.92,2264.64,0,0,6,1
22-05-2023,S3,East,Sports,31,54.95,1703.45,0,0,0,0
23-05-2023,S3,East,Sports,30,53.94,1618.2,0,0,1,0
24-05-2023,S3,East,Sports,33,54.36,1793.88,0,0,2,0
25-05-2023,S3,East,Sports,35,56,1960,0,0,3,0
26-05-2023,S3,East,Sports,28,55.35,1549.8,0,0,4,0
27-05-2023,S3,East,Sports,36,55.78,2008.08,0,0,5,1
28-05-2023,S3,East,Sports,29,54.46,1579.34,0,0,6,1
29-05-2023,S3,East,Sports,26,55.71,1448.46,0,0,0,0
30-05-2023,S3,East,Sports,35,55.33,1936.55,0,0,1,0
31-05-2023,S3,East,Sports,28,54.57,1527.96,0,0,2,0
01-06-2023,S3,East,Sports,28,53.95,1510.6,0,0,3,0
02-06-2023,S3,East,Sports,28,54.08,1514.24,0,0,4,0
03-06-2023,S3,East,Sports,38,54.24,2061.12,0,0,5,1
04-06-2023,S3,East,Sports,31,55.05,1706.55,0,0,6,1
05-06-2023,S3,East,Sports,47,46.31,2176.57,1,0,0,0
06-06-2023,S3,East,Sports,29,54.67,1585.43,0,0,1,0
07-06-2023,S3,East,Sports,30,54.11,1623.3,0,0,2,0
08-06-2023,S3,East,Sports,35,55.57,1944.95,0,0,3,0
09-06-2023,S3,East,Sports,27,54.44,1469.88,0,0,4,0
10-06-2023,S3,East,Sports,29,55.1,1597.9,0,0,5,1
11-06-2023,S3,East,Sports,39,55.93,2181.27,0,0,6,1
12-06-2023,S3,East,Sports,31,54.69,1695.39,0,0,0,0
13-06-2023,S3,East,Sports,30,54.76,1642.8,0,0,1,0
14-06-2023,S3,East,Sports,32,55.85,1787.2,0,0,2,0
15-06-2023,S3,East,Sports,25,53.93,1348.25,0,0,3,0
16-06-2023,S3,East,Sports,37,55.48,2052.76,0,0,4,0
17-06-2023,S3,East,Sports,34,56.02,1904.68,0,0,5,1
18-06-2023,S3,East,Sports,33,54.24,1789.92,0,0,6,1
19-06-2023,S3,East,Sports,31,54.64,1693.84,0,0,0,0
20-06-2023,S3,East,Sports,39,47.03,1834.17,1,0,1,0
21-06-2023,S3,East,Sports,32,54.53,1744.96,0,0,2,0
22-06-2023,S3,East,Sports,27,54.51,1471.77,0,0,3,0
23-06-2023,S3,East,Sports,39,55.69,2171.91,0,0,4,0
24-06-2023,S3,East,Sports,38,54.03,2053.14,0,0,5,1
25-06-2023,S3,East,Sports,30,54.69,1640.7,0,0,6,1
26-06-2023,S3,East,Sports,27,54.68,1476.36,0,0,0,0
27-06-2023,S3,East,Sports,25,55.58,1389.5,0,0,1,0
28-06-2023,S3,East,Sports,38,46.45,1765.1,1,0,2,0
29-06-2023,S3,East,Sports,42,46.05,1934.1,1,0,3,0
30-06-2023,S3,East,Sports,29,55.56,1611.24,0,0,4,0
01-07-2023,S3,East,Sports,55,47.6,2618,1,0,5,1
02-07-2023,S3,East,Sports,36,54.44,1959.84,0,0,6,1
03-07-2023,S3,East,Sports,31,54.8,1698.8,0,0,0,0
04-07-2023,S3,East,Sports,40,55.36,2214.4,0,1,1,0
05-07-2023,S3,East,Sports,29,55.97,1623.13,0,0,2,0
06-07-2023,S3,East,Sports,31,55.31,1714.61,0,0,3,0
07-07-2023,S3,East,Sports,37,55.23,2043.51,0,0,4,0
08-07-2023,S3,East,Sports,34,54.83,1864.22,0,0,5,1
09-07-2023,S3,East,Sports,42,55.75,2341.5,0,0,6,1
10-07-2023,S3,East,Sports,31,54.57,1691.67,0,0,0,0
11-07-2023,S3,East,Sports,29,54.98,1594.42,0,0,1,0
12-07-2023,S3,East,Sports,28,54.02,1512.56,0,0,2,0
13-07-2023,S3,East,Sports,31,54.78,1698.18,0,0,3,0
14-07-2023,S3,East,Sports,29,55.87,1620.23,0,0,4,0
15-07-2023,S3,East,Sports,33,55.63,1835.79,0,0,5,1
16-07-2023,S3,East,Sports,36,55.04,1981.44,0,0,6,1
17-07-2023,S3,East,Sports,28,54.03,1512.84,0,0,0,0
18-07-2023,S3,East,Sports,27,54.6,1474.2,0,0,1,0
19-07-2023,S3,East,Sports,27,54.92,1482.84,0,0,2,0
20-07-2023,S3,East,Sports,23,54.22,1247.06,0,0,3,0
21-07-2023,S3,East,Sports,24,54.17,1300.08,0,0,4,0
22-07-2023,S3,East,Sports,37,55.46,2052.02,0,0,5,1
23-07-2023,S3,East,Sports,34,54.22,1843.48,0,0,6,1
24-07-2023,S3,East,Sports,28,55.84,1563.52,0,0,0,0
25-07-2023,S3,East,Sports,22,54.32,1195.04,0,0,1,0
26-07-2023,S3,East,Sports,30,54.59,1637.7,0,0,2,0
27-07-2023,S3,East,Sports,31,54.89,1701.59,0,0,3,0
28-07-2023,S3,East,Sports,29,55.88,1620.52,0,0,4,0
29-07-2023,S3,East,Sports,35,54.9,1921.5,0,0,5,1
30-07-2023,S3,East,Sports,37,55.52,2054.24,0,0,6,1
31-07-2023,S3,East,Sports,29,54.36,1576.44,0,0,0,0
01-08-2023,S3,East,Sports,30,55.7,1671,0,0,1,0
02-08-2023,S3,East,Sports,27,55.43,1496.61,0,0,2,0
03-08-2023,S3,East,Sports,30,55.04,1651.2,0,0,3,0
04-08-2023,S3,East,Sports,27,54.26,1465.02,0,0,4,0
05-08-2023,S3,East,Sports,30,55.38,1661.4,0,0,5,1
06-08-2023,S3,East,Sports,31,54.04,1675.24,0,0,6,1
07-08-2023,S3,East,Sports,28,54.47,1525.16,0,0,0,0
08-08-2023,S3,East,Sports,25,54.35,1358.75,0,0,1,0
09-08-2023,S3,East,Sports,28,55.9,1565.2,0,0,2,0
10-08-2023,S3,East,Sports,34,54.9,1866.6,0,0,3,0
11-08-2023,S3,East,Sports,30,54.56,1636.8,0,0,4,0
12-08-2023,S3,East,Sports,34,54.94,1867.96,0,0,5,1
13-08-2023,S3,East,Sports,26,54.79,1424.54,0,0,6,1
14-08-2023,S3,East,Sports,24,53.98,1295.52,0,0,0,0
15-08-2023,S3,East,Sports,32,55.75,1784,0,0,1,0
16-08-2023,S3,East,Sports,28,55.84,1563.52,0,0,2,0
17-08-2023,S3,East,Sports,26,54.41,1414.66,0,0,3,0
18-08-2023,S3,East,Sports,27,55.78,1506.06,0,0,4,0
19-08-2023,S3,East,Sports,33,55.24,1822.92,0,0,5,1
20-08-2023,S3,East,Sports,32,55.52,1776.64,0,0,6,1
21-08-2023,S3,East,Sports,29,55.92,1621.68,0,0,0,0
22-08-2023,S3,East,Sports,25,54.15,1353.75,0,0,1,0
23-08-2023,S3,East,Sports,41,47.45,1945.45,1,0,2,0
24-08-2023,S3,East,Sports,28,54.31,1520.68,0,0,3,0
25-08-2023,S3,East,Sports,26,54.14,1407.64,0,0,4,0
26-08-2023,S3,East,Sports,25,54.65,1366.25,0,0,5,1
27-08-2023,S3,East,Sports,36,55.52,1998.72,0,0,6,1
28-08-2023,S3,East,Sports,27,54.69,1476.63,0,0,0,0
29-08-2023,S3,East,Sports,24,56.07,1345.68,0,0,1,0
30-08-2023,S3,East,Sports,27,54.4,1468.8,0,0,2,0
31-08-2023,S3,East,Sports,28,56,1568,0,0,3,0
01-09-2023,S3,East,Sports,24,46.35,1112.4,1,0,4,0
02-09-2023,S3,East,Sports,26,54.53,1417.78,0,0,5,1
03-09-2023,S3,East,Sports,27,54.39,1468.53,0,0,6,1
04-09-2023,S3,East,Sports,27,55.44,1496.88,0,0,0,0
05-09-2023,S3,East,Sports,24,55.58,1333.92,0,0,1,0
06-09-2023,S3,East,Sports,26,54.93,1428.18,0,0,2,0
07-09-2023,S3,East,Sports,25,54.41,1360.25,0,0,3,0
08-09-2023,S3,East,Sports,22,54.53,1199.66,0,0,4,0
09-09-2023,S3,East,Sports,27,54.36,1467.72,0,0,5,1
10-09-2023,S3,East,Sports,29,55.93,1621.97,0,0,6,1
11-09-2023,S3,East,Sports,23,55.5,1276.5,0,0,0,0
12-09-2023,S3,East,Sports,22,55.85,1228.7,0,0,1,0
13-09-2023,S3,East,Sports,19,54.53,1036.07,0,0,2,0
14-09-2023,S3,East,Sports,20,54.43,1088.6,0,0,3,0
15-09-2023,S3,East,Sports,22,54.26,1193.72,0,0,4,0
16-09-2023,S3,East,Sports,27,55.23,1491.21,0,0,5,1
17-09-2023,S3,East,Sports,25,54.81,1370.25,0,0,6,1
18-09-2023,S3,East,Sports,19,54.14,1028.66,0,0,0,0
19-09-2023,S3,East,Sports,21,55.42,1163.82,0,0,1,0
20-09-2023,S3,East,Sports,20,54.08,1081.6,0,0,2,0
21-09-2023,S3,East,Sports,20,54.61,1092.2,0,0,3,0
22-09-2023,S3,East,Sports,25,54.21,1355.25,0,0,4,0
23-09-2023,S3,East,Sports,31,55.99,1735.69,0,0,5,1
24-09-2023,S3,East,Sports,29,54.63,1584.27,0,0,6,1
25-09-2023,S3,East,Sports,19,55.13,1047.47,0,0,0,0
26-09-2023,S3,East,Sports,27,54.26,1465.02,0,0,1,0
27-09-2023,S3,East,Sports,25,55.8,1395,0,0,2,0
28-09-2023,S3,East,Sports,23,54.96,1264.08,0,0,3,0
29-09-2023,S3,East,Sports,23,56.1,1290.3,0,0,4,0
30-09-2023,S3,East,Sports,25,54.73,1368.25,0,0,5,1
01-10-2023,S3,East,Sports,31,55.18,1710.58,0,0,6,1
02-10-2023,S3,East,Sports,20,55.49,1109.8,0,0,0,0
03-10-2023,S3,East,Sports,20,54.04,1080.8,0,0,1,0
04-10-2023,S3,East,Sports,19,55.25,1049.75,0,0,2,0
05-10-2023,S3,East,Sports,21,54.05,1135.05,0,0,3,0
06-10-2023,S3,East,Sports,23,55.95,1286.85,0,0,4,0
07-10-2023,S3,East,Sports,28,55.19,1545.32,0,0,5,1
08-10-2023,S3,East,Sports,29,54.19,1571.51,0,0,6,1
09-10-2023,S3,East,Sports,17,55.16,937.72,0,0,0,0
10-10-2023,S3,East,Sports,21,54.88,1152.48,0,0,1,0
11-10-2023,S3,East,Sports,24,55.8,1339.2,0,0,2,0
12-10-2023,S3,East,Sports,17,54.1,919.7,0,0,3,0
13-10-2023,S3,East,Sports,32,47.67,1525.44,1,0,4,0
14-10-2023,S3,East,Sports,20,56.06,1121.2,0,0,5,1
15-10-2023,S3,East,Sports,22,55.96,1231.12,0,0,6,1
16-10-2023,S3,East,Sports,19,55.87,1061.53,0,0,0,0
17-10-2023,S3,East,Sports,19,55.55,1055.45,0,0,1,0
18-10-2023,S3,East,Sports,20,54.25,1085,0,0,2,0
19-10-2023,S3,East,Sports,19,55.25,1049.75,0,0,3,0
20-10-2023,S3,East,Sports,21,54.52,1144.92,0,0,4,0
21-10-2023,S3,East,Sports,28,54.98,1539.44,0,0,5,1
22-10-2023,S3,East,Sports,23,55.76,1282.48,0,0,6,1
23-10-2023,S3,East,Sports,18,55.24,994.32,0,0,0,0
24-10-2023,S3,East,Sports,20,55.25,1105,0,0,1,0
25-10-2023,S3,East,Sports,16,54.04,864.64,0,0,2,0
26-10-2023,S3,East,Sports,17,54.88,932.96,0,0,3,0
27-10-2023,S3,East,Sports,20,55.38,1107.6,0,0,4,0
28-10-2023,S3,East,Sports,22,54.91,1208.02,0,0,5,1
29-10-2023,S3,East,Sports,25,54.96,1374,0,0,6,1
30-10-2023,S3,East,Sports,20,54.07,1081.4,0,0,0,0
31-10-2023,S3,East,Sports,18,55.76,1003.68,0,0,1,0
01-11-2023,S3,East,Sports,19,54.64,1038.16,0,0,2,0
02-11-2023,S3,East,Sports,21,53.98,1133.58,0,0,3,0
03-11-2023,S3,East,Sports,20,54.75,1095,0,0,4,0
04-11-2023,S3,East,Sports,25,55.48,1387,0,0,5,1
05-11-2023,S3,East,Sports,23,55.87,1285.01,0,0,6,1
06-11-2023,S3,East,Sports,17,54.96,934.32,0,0,0,0
07-11-2023,S3,East,Sports,21,55.23,1159.83,0,0,1,0
08-11-2023,S3,East,Sports,18,55.6,1000.8,0,0,2,0
09-11-2023,S3,East,Sports,17,54.33,923.61,0,0,3,0
10-11-2023,S3,East,Sports,21,47.08,988.68,1,0,4,0
11-11-2023,S3,East,Sports,20,54.34,1086.8,0,0,5,1
12-11-2023,S3,East,Sports,22,56.03,1232.66,0,0,6,1
13-11-2023,S3,East,Sports,15,55.91,838.65,0,0,0,0
14-11-2023,S3,East,Sports,18,54.56,982.08,0,0,1,0
15-11-2023,S3,East,Sports,20,55.45,1109,0,0,2,0
16-11-2023,S3,East,Sports,20,53.94,1078.8,0,0,3,0
17-11-2023,S3,East,Sports,16,55.06,880.96,0,0,4,0
18-11-2023,S3,East,Sports,31,47.05,1458.55,1,0,5,1
19-11-2023,S3,East,Sports,18,53.98,971.64,0,0,6,1
20-11-2023,S3,East,Sports,17,55.92,950.64,0,0,0,0
21-11-2023,S3,East,Sports,18,55.18,993.24,0,0,1,0
22-11-2023,S3,East,Sports,18,55.71,1002.78,0,0,2,0
23-11-2023,S3,East,Sports,44,45.82,2016.08,1,1,3,0
24-11-2023,S3,East,Sports,33,55.51,1831.83,0,1,4,0
25-11-2023,S3,East,Sports,16,55.35,885.6,0,0,5,1
26-11-2023,S3,East,Sports,21,55.33,1161.93,0,0,6,1
27-11-2023,S3,East,Sports,20,55.03,1100.6,0,1,0,0
28-11-2023,S3,East,Sports,17,55.07,936.19,0,0,1,0
29-11-2023,S3,East,Sports,21,55.97,1175.37,0,0,2,0
30-11-2023,S3,East,Sports,20,54.64,1092.8,0,0,3,0
01-12-2023,S3,East,Sports,21,47.55,998.55,1,0,4,0
02-12-2023,S3,East,Sports,21,56.09,1177.89,0,0,5,1
03-12-2023,S3,East,Sports,20,53.9,1078,0,0,6,1
04-12-2023,S3,East,Sports,18,55.1,991.8,0,0,0,0
05-12-2023,S3,East,Sports,16,54.75,876,0,0,1,0
06-12-2023,S3,East,Sports,16,54.51,872.16,0,0,2,0
07-12-2023,S3,East,Sports,15,54.07,811.05,0,0,3,0
08-12-2023,S3,East,Sports,14,54.1,757.4,0,0,4,0
09-12-2023,S3,East,Sports,18,54.39,979.02,0,0,5,1
10-12-2023,S3,East,Sports,31,46.03,1426.93,1,0,6,1
11-12-2023,S3,East,Sports,14,54.03,756.42,0,0,0,0
12-12-2023,S3,East,Sports,18,55.2,993.6,0,0,1,0
13-12-2023,S3,East,Sports,14,55.53,777.42,0,0,2,0
14-12-2023,S3,East,Sports,16,55.35,885.6,0,0,3,0
15-12-2023,S3,East,Sports,18,55.66,1001.88,0,0,4,0
16-12-2023,S3,East,Sports,21,54.99,1154.79,0,0,5,1
17-12-2023,S3,East,Sports,20,55.67,1113.4,0,0,6,1
18-12-2023,S3,East,Sports,17,53.94,916.98,0,0,0,0
19-12-2023,S3,East,Sports,18,55.7,1002.6,0,0,1,0
20-12-2023,S3,East,Sports,26,54.4,1414.4,0,1,2,0
21-12-2023,S3,East,Sports,31,56.05,1737.55,0,1,3,0
22-12-2023,S3,East,Sports,30,55.98,1679.4,0,1,4,0
23-12-2023,S3,East,Sports,44,54.8,2411.2,0,1,5,1
24-12-2023,S3,East,Sports,35,56.03,1961.05,0,1,6,1
25-12-2023,S3,East,Sports,25,47.51,1187.75,1,0,0,0
26-12-2023,S3,East,Sports,15,54.57,818.55,0,0,1,0
27-12-2023,S3,East,Sports,22,55.12,1212.64,0,0,2,0
28-12-2023,S3,East,Sports,18,55.45,998.1,0,0,3,0
29-12-2023,S3,East,Sports,17,55.72,947.24,0,0,4,0
30-12-2023,S3,East,Sports,18,54.35,978.3,0,0,5,1
31-12-2023,S3,East,Sports,22,54.47,1198.34,0,0,6,1
01-01-2024,S3,East,Sports,21,55.34,1162.14,0,1,0,0
02-01-2024,S3,East,Sports,15,55.08,826.2,0,0,1,0
03-01-2024,S3,East,Sports,15,54.35,815.25,0,0,2,0
04-01-2024,S3,East,Sports,20,54.35,1087,0,0,3,0
05-01-2024,S3,East,Sports,15,54.77,821.55,0,0,4,0
06-01-2024,S3,East,Sports,21,54.37,1141.77,0,0,5,1
07-01-2024,S3,East,Sports,23,54.74,1259.02,0,0,6,1
08-01-2024,S3,East,Sports,20,54.18,1083.6,0,0,0,0
09-01-2024,S3,East,Sports,17,56.04,952.68,0,0,1,0
10-01-2024,S3,East,Sports,14,54.5,763,0,0,2,0
11-01-2024,S3,East,Sports,16,55.46,887.36,0,0,3,0
12-01-2024,S3,East,Sports,16,55.91,894.56,0,0,4,0
13-01-2024,S3,East,Sports,21,54.99,1154.79,0,0,5,1
14-01-2024,S3,East,Sports,20,55.72,1114.4,0,0,6,1
15-01-2024,S3,East,Sports,19,55.88,1061.72,0,0,0,0
16-01-2024,S3,East,Sports,27,46.04,1243.08,1,0,1,0
17-01-2024,S3,East,Sports,20,54.99,1099.8,0,0,2,0
18-01-2024,S3,East,Sports,16,55.44,887.04,0,0,3,0
19-01-2024,S3,East,Sports,15,54.75,821.25,0,0,4,0
20-01-2024,S3,East,Sports,24,55.31,1327.44,0,0,5,1
21-01-2024,S3,East,Sports,22,54.54,1199.88,0,0,6,1
22-01-2024,S3,East,Sports,16,54.47,871.52,0,0,0,0
23-01-2024,S3,East,Sports,18,54.35,978.3,0,0,1,0
24-01-2024,S3,East,Sports,21,53.91,1132.11,0,0,2,0
25-01-2024,S3,East,Sports,22,45.91,1010.02,1,0,3,0
26-01-2024,S3,East,Sports,15,55.87,838.05,0,0,4,0
27-01-2024,S3,East,Sports,21,54.83,1151.43,0,0,5,1
28-01-2024,S3,East,Sports,20,55.68,1113.6,0,0,6,1
29-01-2024,S3,East,Sports,19,54.84,1041.96,0,0,0,0
30-01-2024,S3,East,Sports,19,47.58,904.02,1,0,1,0
31-01-2024,S3,East,Sports,17,55.12,937.04,0,0,2,0
01-02-2024,S3,East,Sports,20,55.65,1113,0,0,3,0
02-02-2024,S3,East,Sports,18,54.06,973.08,0,0,4,0
03-02-2024,S3,East,Sports,30,54.13,1623.9,0,0,5,1
04-02-2024,S3,East,Sports,23,56.07,1289.61,0,0,6,1
05-02-2024,S3,East,Sports,15,55.66,834.9,0,0,0,0
06-02-2024,S3,East,Sports,20,55.68,1113.6,0,0,1,0
07-02-2024,S3,East,Sports,18,54.81,986.58,0,0,2,0
08-02-2024,S3,East,Sports,21,55.04,1155.84,0,0,3,0
09-02-2024,S3,East,Sports,15,54.48,817.2,0,0,4,0
10-02-2024,S3,East,Sports,26,55.18,1434.68,0,0,5,1
11-02-2024,S3,East,Sports,17,55.07,936.19,0,0,6,1
12-02-2024,S3,East,Sports,23,55.33,1272.59,0,0,0,0
13-02-2024,S3,East,Sports,18,55.92,1006.56,0,0,1,0
14-02-2024,S3,East,Sports,34,46.16,1569.44,1,0,2,0
